alt_identifier,ImageNumber,B cell,CD4 T cell,CD8 T cell,Epithelial/Tumor,Macrophages,NK-cells,P53+ Tumor,Proliferative Immune,Proliferative Tumor,Stromal,tumour_purity
CR137,17,0.01673996311533551,0.04908497659242446,0.019719109093488438,0.3343736700241169,0.04582210242587601,0.02851468293374947,0.004965243296921549,0.025677401049794296,0.1349127535820684,0.340190097886225,0.47425166690310683
CR137,18,0.007742703990470518,0.014889815366289458,0.004169148302561048,0.41899940440738537,0.030375223347230494,0.01786777843954735,0.007444907683144729,0.004169148302561048,0.02561048243001787,0.46873138773079215,0.4520547945205479
CR137,19,0.006486712701401967,0.012554927809165096,0.003138731952291274,0.46495082653274744,0.025109855618330193,0.022389621259677757,0.005440468717304876,0.005440468717304876,0.03850177861477296,0.41598660807700355,0.5088930738648253
CR139,143,0.020564883509045947,0.061434335546010674,0.18313158922295977,0.43902121567096186,0.10165300013015749,0.03956787713132891,0.015358583886502668,0.005596772094234023,0.024469608225953402,0.10920213458284524,0.47884940778341795
CR139,144,0.032725166521865044,0.1071532001158413,0.08760498117578917,0.34651028091514624,0.04923255140457573,0.029684332464523604,0.010136113524471474,0.023168259484506227,0.0838401390095569,0.2299449753837243,0.4404865334491746
CR141,145,0.00857811281518066,0.024174681570054587,0.0655055887704705,0.29477514946711725,0.039511307512347285,0.08448141408890045,0.014036911879386535,0.01715622563036132,0.3441642838575513,0.1076163244086301,0.6529763452040551
CR141,146,0.006568144499178982,0.023973727422003283,0.041379310344827586,0.7497536945812808,0.03645320197044335,0.05779967159277504,0.009195402298850575,0.00722495894909688,0.008866995073891626,0.05878489326765189,0.767816091954023
CR141,147,0.016755876192692577,0.0507330695834303,0.04188969048173144,0.5706306725622527,0.04468233651384687,0.09937165464277403,0.012566907144519432,0.008610658599022573,0.06772166627879916,0.08703746800093089,0.6509192459855714
CR141,148,0.020670958996950185,0.049474754320569296,0.15181294476448662,0.20806506269061334,0.10403253134530667,0.08302270416807862,0.010166045408336157,0.009149440867502542,0.043713995255845475,0.3198915621823111,0.261945103354795
CR141,149,0.012281240405280933,0.05894995394534848,0.16364752840036845,0.24132637396377035,0.12189131102241327,0.07706478354313785,0.00828983727356463,0.006754682222904513,0.050967147681915875,0.25882714154129566,0.30058335891925086
CR144,150,0.01182033096926714,0.043498817966903074,0.17541371158392435,0.2453900709219858,0.04680851063829787,0.2099290780141844,0.034988179669030735,0.005673758865248227,0.04018912529550828,0.1862884160756501,0.32056737588652484
CR144,151,0.02266956837141821,0.06528835690968444,0.24755168661588683,0.30558578164671746,0.057852738483859266,0.05404425099746101,0.012876314834965543,0.009067827348567283,0.05821545157780196,0.166848023213638,0.37667754805948495
CR153,95,0.019523123699791967,0.04320691310609698,0.07873259721555449,0.23155704912786046,0.08433349335893743,0.017442790846535446,0.005920947351576252,0.008001280204832774,0.19011041766682668,0.32117138742198753,0.42758841414626336
CR153,96,0.02130118890356671,0.03533685601056803,0.057298546895640685,0.2546235138705416,0.0714993394980185,0.013540290620871863,0.006109643328929987,0.008586525759577279,0.10568031704095113,0.42602377807133424,0.3664134742404227
CR153,97,0.03348572840726554,0.06894847398986778,0.06474731249227728,0.2662795008031632,0.04188805140244656,0.0074138144075126654,0.004695415791424688,0.003212652909922155,0.15396021252934636,0.35536883726677376,0.4249351291239343
CR164,152,0.019230769230769232,0.03445512820512821,0.13381410256410256,0.22596153846153846,0.10576923076923077,0.1546474358974359,0.06570512820512821,0.008012820512820512,0.1778846153846154,0.07451923076923077,0.46955128205128205
CR164,153,0.020434227330779056,0.019157088122605363,0.14431673052362706,0.1602809706257982,0.08748403575989783,0.011494252873563218,0.2828863346104725,0.007662835249042145,0.18646232439335889,0.07982120051085569,0.6296296296296297
CR166,98,0.009934640522875817,0.05215686274509804,0.05254901960784314,0.1477124183006536,0.05084967320261438,0.17568627450980392,0.13176470588235295,0.011633986928104575,0.13359477124183006,0.23411764705882354,0.4130718954248366
CR166,99,0.0037238994547147226,0.038169969410825906,0.04495278627477058,0.14935496741587978,0.04614975395664317,0.1513499135523341,0.1772842133262402,0.01396462295518021,0.18872190450857826,0.1863279691448331,0.5153610852506982
CR166,100,0.006882071620202963,0.03487693922780823,0.06333838796220694,0.18429954508340138,0.0307943543683658,0.12469380613554182,0.16342003965939578,0.010381430071153622,0.1466231190948326,0.23469030677709088,0.4943427038376298
CR179,10,0.014488188976377953,0.05007874015748032,0.03559055118110236,0.3431496062992126,0.053228346456692915,0.012283464566929133,0.09748031496062992,0.0017322834645669292,0.07070866141732284,0.32125984251968503,0.5113385826771654
CR179,11,0.030122869599682918,0.11494252873563218,0.041485004624124716,0.14546175188267935,0.07821376667987845,0.008323424494649227,0.22314704716607214,0.004359889021006738,0.01070154577883472,0.34324217201743956,0.3793103448275862
CR179,12,0.016997907949790794,0.06707635983263599,0.07466004184100418,0.23888598326359833,0.062107740585774056,0.010983263598326359,0.1655334728033473,0.006668410041841004,0.11532426778242678,0.24176255230125523,0.5197437238493724
CR185,154,0.004283965728274173,0.094859241126071,0.08812729498164015,0.10403916768665851,0.29314565483476135,0.10465116279069768,0.011627906976744186,0.012239902080783354,0.006731946144430845,0.2802937576499388,0.12239902080783355
CR185,155,0.001422475106685633,0.08677098150782361,0.03982930298719772,0.03698435277382646,0.18207681365576103,0.33001422475106684,0.015647226173541962,0.008534850640113799,0.021337126600284494,0.2773826458036984,0.07396870554765292
CR185,156,0.03130384836300976,0.06662837449741528,0.07265939115450891,0.46898334290637567,0.05054566341183228,0.035324526134405516,0.009764503159103963,5.743825387708214e-4,0.0430786904078116,0.22113727742676623,0.5218265364732912
CR185,157,0.15053050397877984,0.08952254641909814,0.09084880636604775,0.27984084880636606,0.04376657824933687,0.035145888594164454,0.011936339522546418,0,0.03050397877984085,0.26790450928381965,0.3222811671087533
CR185,158,0.08681672025723473,0.08145766345123258,0.2304394426580922,0.21864951768488747,0.04769560557341908,0.03376205787781351,0.008038585209003215,0.003215434083601286,0.02840300107181136,0.2615219721329046,0.25509110396570206
CR185,159,0.03708386009270965,0.06405394016013485,0.21238938053097345,0.12389380530973451,0.15170670037926676,0.1976401179941003,0.0058997050147492625,8.428150021070375e-4,0.00337126000842815,0.20311841550779605,0.13316477033291194
CR185,160,0.05201837873318018,0.07482769937643584,0.15244502789629144,0.3510009845749918,0.09501148670823761,0.026583524778470626,0.009189366590088613,3.281916639317361e-4,0.014276337381030521,0.22431900229734164,0.3744666885461109
CR185,161,0.01166489925768823,0.0042417815482502655,0.014846235418875928,0.02545068928950159,0.0010604453870625664,0.005302226935312832,0.005302226935312832,0,0,0.9321314952279958,0.030752916224814422
CR202,162,0.02731629392971246,0.006230031948881789,0.023322683706070286,0.6006389776357828,0.030670926517571886,0.023801916932907348,0.018849840255591055,0,0.022364217252396165,0.24680511182108625,0.6418530351437699
CR202,163,0.03524347592144202,0.03214958299704063,0.047753564702717244,0.303605057842346,0.028652138821630348,0.035108958837772396,0.013720742534301856,8.071025020177562e-4,0.041296744686575196,0.46166263115415657,0.358622545063223
