alt_identifier,ImageNumber,B cell,CD4 T cell,CD8 T cell,Epithelial/Tumor,Macrophages,NK-cells,P53+ Tumor,Proliferative Immune,Proliferative Tumor,Stromal,tumour_purity
CR080,133,0.051430461385811144,0.084173970563916,0.1093104018521581,0.3026294030097569,0.11757896477592195,0.0410120721018687,0.01537952703820076,0.02315197618653878,0.05043823383495948,0.2048949892508682,0.36844716388291715
CR081,134,0.020011858879335903,0.05736732878742959,0.03379780610732286,0.26949303290839016,0.027423658464275125,0.037355469908093686,0.20575155647791285,0.011117699377408835,0.16305959086866292,0.1746219982211681,0.6383041802549659
CR081,135,0.007512953367875648,0.03251295336787565,0.02616580310880829,0.40181347150259067,0.021243523316062177,0.02266839378238342,0.13795336787564766,0.0038860103626943004,0.17370466321243525,0.17253886010362696,0.7134715025906736
CR082,60,0.012588626826797858,0.10331355809578932,0.17001881059181015,0.04905223556648821,0.21661119953697006,0.0781363044421936,0.004196208942265953,0.026768919114455215,0.05773404717117638,0.2815800897120532,0.11098249167993054
CR082,61,0.012899064817800709,0.07739438890680425,0.11501666129205633,0.3491346877351392,0.010426744061055574,0.0017198753090400946,0.023325808878856283,0.00945931419972052,0.29173384929592605,0.108889605503601,0.6641943459099215
CR082,62,0.004078605858361142,0.023730070448646643,0.06599925843529848,0.3781979977753059,0.008342602892102336,0.002039302929180571,0.0192806822395254,0.007971820541342232,0.42695587690025955,0.06340378197997776,0.8244345569150908
CR082,63,0.019127231510342874,0.10059506942476622,0.11476338906205724,0.15259280249362425,0.16109379427599888,0.047605553981297816,0.006800793425899688,0.0389628790025503,0.14550864267497876,0.212949844148484,0.3049022385945027
CR082,64,0.005828687278256462,0.031170805879371516,0.07222503801317791,0.2767359351241764,0.06107450582868728,0.1338063862138875,0.014951849974657882,0.02002027369488089,0.1804358844399392,0.20375063355296502,0.47212366953877344
CR082,65,0.028846153846153848,0.1201923076923077,0.15384615384615385,0.04326923076923077,0.1875,0.11057692307692307,0,0.038461538461538464,0.004807692307692308,0.3125,0.04807692307692307
CR084,136,0.013988343047460449,0.02614487926727727,0.01781848459616986,0.11906744379683597,0.020149875104079933,0.016153205661948375,0.02331390507910075,0.01015820149875104,0.10424646128226478,0.6489592006661116,0.2466278101582015
CR084,137,0.009878760664571173,0.01650202065559048,0.006061966771441401,0.2360799281544679,0.011338123035473732,0.0224517287831163,0.037831162999550964,0.0061742254153569825,0.07319263583295914,0.5804894476874719,0.347103726986978
CR094,13,0.017424975798644726,0.030784123910939012,0.021297192642787996,0.3564375605033882,0.023233301064859633,0.007357212003872217,0.33204259438528555,0.002904162633107454,0.030203291384317522,0.17831558567279768,0.7186834462729913
CR094,14,0.007714016933207902,0.026528692380056444,0.00865475070555033,0.32587017873941676,0.02013170272812794,0.024270931326434618,0.24948259642521167,0.0018814675446848542,0.12380056444026341,0.2116650987770461,0.6991533396048919
CR094,15,0.008978451715881883,0.010375099760574621,0.008978451715881883,0.3758978451715882,0.02733439744612929,0.007382282521947326,0.25678371907422187,0.0011971268954509178,0.07901037509976057,0.22406225059856344,0.7116919393455707
CR094,16,0.015247776365946633,0.017789072426937738,0.012706480304955527,0.2604828462515883,0.05844980940279543,0.011435832274459974,0.289707750952986,0.005082592121982211,0.12833545108005082,0.20076238881829733,0.6785260482846251
CR096,66,0.01880178457616316,0.017208413001912046,0.03123008285532186,0.16666666666666666,0.13766730401529637,0.13081580624601657,0.009082217973231358,0.002708731676226896,0.0038240917782026767,0.4819949012109624,0.1795729764181007
CR096,67,0.01563503962304562,0.01285071749839366,0.01670593274791176,0.1447847504819019,0.045405868494324264,0.170272006853716,0.011565645748554294,0.005997001499250375,0.01113728849860784,0.5656457485542943,0.16748768472906403
CR096,68,0.022388059701492536,0.014925373134328358,0.01451077943615257,0.13598673300165837,0.03067993366500829,0.05472636815920398,0.012023217247097845,0.00538971807628524,0.00912106135986733,0.7002487562189055,0.15713101160862353
CR096,69,0.012647554806070826,0.010961214165261383,0.02023608768971332,0.1808600337268128,0.0678752107925801,0.049747048903878585,0.011804384485666104,0.002529510961214165,0.0037942664418212477,0.6395446880269815,0.19645868465430014
CR096,70,0.028183716075156576,0.022964509394572025,0.009394572025052192,0.12630480167014613,0.0511482254697286,0.12421711899791232,0.009394572025052192,0.0041753653444676405,0.008350730688935281,0.615866388308977,0.1440501043841336
CR096,71,0.009433962264150943,0,0.0047169811320754715,0.2358490566037736,0.018867924528301886,0.02358490566037736,0.02830188679245283,0,0.009433962264150943,0.6698113207547169,0.27358490566037735
CR097,74,0.056264678852241394,0.08455018891044623,0.05350760747472685,0.14183600530991525,0.03686306545491678,0.1377514551210048,0.1322373123659757,0.058817522720310426,0.19248442765240478,0.10568773613805779,0.46655774532829575
CR097,75,0.01966333978847013,0.1909727394607478,0.037241173841799494,0.133919261135111,0.030686727245642784,0.028303292119767617,0.19454789214956056,0.03887978549083867,0.1902279159839118,0.13555787278415016,0.5186950692685834
CR100,72,0.01344909771876064,0.01344909771876064,0.0149812734082397,0.39598229485869935,0.055839291794347976,0.059244126659857,0.01651344909771876,0.008171603677221655,0.1544092611508342,0.2679605039155601,0.5669050051072523
CR100,73,0.016787485692483783,0.011064479206409768,0.01259061426936284,0.19648988935520795,0.038916444105303316,0.007249141549027089,0.007249141549027089,7.630675314765357e-4,0.03014116749332316,0.6787485692483785,0.2338801983975582
CR101,76,0.043021680216802166,0.10721544715447154,0.15294715447154472,0.12042682926829268,0.10077913279132791,0.0418360433604336,0.005589430894308943,0.01016260162601626,0.14142953929539295,0.2765921409214092,0.26744579945799457
CR101,77,0.051008303677342826,0.12633451957295375,0.2540035587188612,0.13167259786476868,0.09104389086595492,0.028469750889679714,0.004151838671411625,0.016755634638196917,0.13315539739027282,0.16340450771055753,0.2689798339264531
CR101,78,0.07818480043739748,0.1342263531984691,0.26708583925642426,0.12001093493712411,0.0777747402952433,0.035948605795516675,0.0028704209950792784,0.0165390924002187,0.04838709677419355,0.21897211591033353,0.17126845270639696
CR102,79,0.030308563081979184,0.10918385977725031,0.0766843162315136,0.49954354573671716,0.058060982289574584,0.06335585174365528,0.00693810480189885,0.008581340149716999,0.04619317144422129,0.1011502647434727,0.5526748219828373
CR102,80,0.09529892692897292,0.0760091977516607,0.08380173735309146,0.13490035769034237,0.11318344404701074,0.038196218702095046,0.0048543689320388345,0.009197751660705161,0.04420030659172202,0.40035769034236074,0.18395503321410323
CR102,81,0.04108779190067987,0.0762636712976648,0.0722731303576707,0.10301507537688442,0.07537688442211055,0.006946497191841561,0.17573159917233225,0.01744014188590009,0.227460833579663,0.20440437481525273,0.5062075081288797
CR102,82,0.05343311014835237,0.08218458710778521,0.06406721806485494,0.10253380596035185,0.06301693580149666,0.008270972823946435,0.14966522252855455,0.015491663384534594,0.13614283838781674,0.3251936457923067,0.3883418668767231
CR102,83,0.0012395413696932136,0.007127362875735978,0.012705299039355439,0.1825224666873257,0.03253796095444685,0.009296560272699102,0.05422993492407809,0.0027889680818097306,0.04214440656956926,0.6554074992252866,0.27889680818097307
CR109,84,0.03199308257674016,0.033578325407119185,0.04438679925061248,0.48191382043522124,0.031704856607580344,0.02204928664072633,0.008502666090214729,0.0012970168612191958,0.03689292405245713,0.3076812220781092,0.527309410577893
CR109,85,0.00956327701625757,0.01737328657953459,0.01864839018170226,0.4577621931781957,0.007331845712464138,0.015620019126554032,0.006216130060567421,0.0017532674529805547,0.07969397513547975,0.3860376155562639,0.5436722983742429
CR109,86,0.032655674723867455,0.014566992156234993,0.04370097646870498,0.41155754762285895,0.06082919801504722,0.03649751880902834,0.010565071234192413,0.0017608452056987354,0.07075396190171282,0.3171122138626541,0.49287658075876417
CR109,87,0.03194842406876791,0.030659025787965616,0.03925501432664757,0.4640401146131805,0.044412607449856735,0.017048710601719197,0.011031518624641834,0.001146131805157593,0.066189111747851,0.29426934097421203,0.5412607449856733
CR110,4,0.004554020100502512,0.016017587939698492,0.09689070351758794,0.4353015075376884,0.02245603015075377,0.0021984924623115578,0.020100502512562814,0.00832286432160804,0.2178077889447236,0.17635050251256282,0.6732097989949748
CR110,5,0.012154233025984913,0.06356524168762225,0.12740989103101424,0.26599608829281923,0.07627829002514669,0.07208717518860017,0.009918971779826768,0.01243364068175468,0.1996367700474993,0.16051969823973178,0.4755518301201453
CR110,6,0.008402053835381982,0.018515637155749182,0.13598879726155283,0.4239925315077019,0.017115294849852185,9.335615372646647e-4,0.01820444997666096,0.006846117939940875,0.2063170997354909,0.16368445620040453,0.6485140812198538
CR112,88,0.013468013468013467,0.027577360910694244,0.018919352252685585,0.5805675805675806,0.013949013949013949,0.01443001443001443,0.039602372935706266,1.60333493666827e-4,0.050505050505050504,0.24082090748757415,0.6706750040083373
CR112,89,0.013410756256048666,0.015208074104797456,0.02142955896585096,0.5736209041891331,0.025300705101617586,0.018249688925756947,0.059311489008710076,1.3825521913452232e-4,0.024609429005944976,0.24872113922300568,0.6575418222037882
CR112,90,0.010611956137247965,0.04174036080650867,0.025114962858153518,0.38468340997523875,0.019985850725150335,0.014856738592147152,0.20711001061195614,0.002829854969932791,0.11160240537672445,0.18146444994694022,0.7033958259639193
CR112,91,0.02358974358974359,0.03572649572649573,0.06256410256410257,0.4965811965811966,0.0105982905982906,0.017264957264957265,0.0864957264957265,1.7094017094017094e-4,0.034700854700854704,0.2323076923076923,0.6177777777777778
CR113,138,0.0196156394963552,0.0437375745526839,0.014844267726971505,0.3183565275016567,0.043074884029158385,0.027965540092776672,0.014844267726971505,0.0014579191517561298,0.08827037773359842,0.42783300198807156,0.42147117296222664
CR113,139,0.021356421356421358,0.04141414141414142,0.019624819624819625,0.2867243867243867,0.06984126984126984,0.08066378066378066,0.014862914862914862,0.0030303030303030303,0.06911976911976912,0.39336219336219336,0.3707070707070707
CR115,140,0.021314126120829047,0.05468175804792003,0.051741878582978094,0.20711450830515948,0.07114508305159488,0.05835660737909746,0.005144789063648391,0.007790680582096134,0.09187123327943554,0.4308393355872409,0.3041305306482434
CR118,92,0.183473010723619,0.29016851401279625,0.17707488510408217,0.1630170316301703,0.0868703253131477,0.037037037037037035,0.0045958367126250335,0.014418311255294223,0.03424348923132378,0.009101558979904478,0.20185635757411913
CR118,93,0.0104675505931612,0.03838101884159107,0.03838101884159107,0.17969295184926729,0.058269364968597345,0.027564549895324496,0.009769713886950453,6.978367062107466e-4,0.0013956734124214933,0.6353803210048848,0.19085833914863923
CR118,94,0.011058451816745656,0.045813586097946286,0.018167456556082148,0.054502369668246446,0.05529225908372828,0.04976303317535545,0.0071090047393364926,0,0,0.7582938388625592,0.061611374407582936
CR123,141,0.012655836796373252,0.02606724593879864,0.025878352852285607,0.3609746883264073,0.05950132225160559,0.10068001511144692,0.06762372497166604,0.003022289384208538,0.09029089535323007,0.2533056290139781,0.5188893086513033
CR123,142,0.03917179630665921,0.00783435926133184,0.004756575265808618,0.4552322327923895,0.07638500279798545,0.019585898153329603,0.10996082820369334,2.797985450475658e-4,0.05763850027979855,0.22915500839395636,0.6228315612758814
CR124,7,0.011966987620357633,0.15281980742778542,0.03782668500687758,0.3773039889958735,0.06382393397524072,0.005914718019257221,0.15735900962861074,0.001513067400275103,0.019669876203576343,0.1718019257221458,0.5543328748280605
CR124,8,0.009234111895708854,0.053231939163498096,0.01398696360673547,0.3934003259098316,0.030825638240086908,0.004481260184682238,0.1868549701249321,0.0016295491580662683,0.062194459532862574,0.24416078218359588,0.6424497555676263
CR124,9,0.014279829740491556,0.13881642180420156,0.031031168474529726,0.36852945214883975,0.042015652890292465,0.03789647123438144,0.048194425374159,0.0031580392695317863,0.03748455306879033,0.27859398599478236,0.4542084305917891
