alt_identifier,File Name,k8_cn,B cell,CD8 T cell,Epithelial/Tumor,Macrophages,NK-cells,P53+ Tumor,Proliferative Immune,Proliferative Tumor,Stromal,CD4 T cell
CR052,41,P53+ Tumor,0,0,0,1,0,0,0,0,0,0
CR052,41,Proliferative Tumor,0.002232142857142857,0.06696428571428571,0.2924107142857143,0.002232142857142857,0.004464285714285714,0.008928571428571428,0.03125,0.5066964285714286,0.08258928571428571,0.002232142857142857
CR052,41,Stromal,0.027428571428571427,0.029714285714285714,0.0034285714285714284,0.012571428571428572,0.006857142857142857,0.002285714285714286,0.002285714285714286,0,0.8868571428571429,0.02857142857142857
CR053,122,Bulk Tumor,7.836990595611285e-4,0.009665621734587251,0.7392894461859979,0.004440961337513062,0.06295715778474399,0.017241379310344827,0.003918495297805642,0.12173458725182863,0.03683385579937304,0.003134796238244514
CR053,122,CD8+ T cell enriched,0.03333333333333333,0.3333333333333333,0.06666666666666667,0.03333333333333333,0.13333333333333333,0,0.03333333333333333,0.16666666666666666,0.1,0.1
CR053,122,Immune-enriched stromal,0.033550792171481825,0.032618825722273995,0.14259086672879775,0.02982292637465051,0.06710158434296365,0.02050326188257223,0.047530288909599254,0.08387698042870456,0.4864864864864865,0.05591798695246971
CR053,122,Mixed Immune,0.09448818897637795,0.031496062992125984,0.07086614173228346,0.33070866141732286,0.11023622047244094,0.007874015748031496,0.03937007874015748,0.007874015748031496,0.14960629921259844,0.15748031496062992
CR053,122,NK-cell enriched,0,0.012578616352201259,0.16981132075471697,0.018867924528301886,0.4025157232704403,0.018867924528301886,0.0440251572327044,0.15723270440251572,0.16352201257861634,0.012578616352201259
CR053,122,P53+ Tumor,0,0,0.4,0,0.1,0.4,0,0.1,0,0
CR053,122,Proliferative Tumor,0.004671078240560529,0.008174386920980926,0.2872713117944726,0.013234721681588166,0.05722070844686648,0.018295056442195406,0.013234721681588166,0.5469054106656287,0.047100038925652,0.003892565200467108
CR053,122,Stromal,0.02072538860103627,0.015544041450777202,0,0.0051813471502590676,0.02072538860103627,0,0.015544041450777202,0,0.8704663212435233,0.05181347150259067
CR053,123,Bulk Tumor,0.008855154965211892,0.01265022137887413,0.7450980392156863,0.02024035420619861,0.03289057558507274,0.011385199240986717,0.0031625553447185324,0.068943706514864,0.08602150537634409,0.010752688172043012
CR053,123,CD8+ T cell enriched,0.03806228373702422,0.39100346020761245,0.031141868512110725,0.08304498269896193,0.10380622837370242,0.01384083044982699,0.020761245674740483,0.020761245674740483,0.08650519031141868,0.21107266435986158
CR053,123,Immune-enriched stromal,0.03983739837398374,0.030894308943089432,0.18048780487804877,0.06707317073170732,0.09349593495934959,0.00975609756097561,0.023577235772357725,0.045121951219512194,0.4483739837398374,0.06138211382113821
CR053,123,Mixed Immune,0.10845588235294118,0.034926470588235295,0.06433823529411764,0.2757352941176471,0.10661764705882353,0.006433823529411764,0.019301470588235295,0.017463235294117647,0.17095588235294118,0.1957720588235294
CR053,123,NK-cell enriched,0.03076923076923077,0.029585798816568046,0.1455621301775148,0.07455621301775148,0.4532544378698225,0.005917159763313609,0.01301775147928994,0.033136094674556214,0.15266272189349112,0.06153846153846154
CR053,123,P53+ Tumor,0,0.1111111111111111,0.2222222222222222,0,0,0.2222222222222222,0,0.4444444444444444,0,0
CR053,123,Proliferative Tumor,0.0070028011204481795,0.015406162464985995,0.2773109243697479,0.014005602240896359,0.03081232492997199,0.01680672268907563,0.025210084033613446,0.5224089635854342,0.07142857142857142,0.0196078431372549
CR053,123,Stromal,0.022556390977443608,0.007518796992481203,0.015037593984962405,0.045112781954887216,0.08270676691729323,0,0.007518796992481203,0,0.7518796992481203,0.06766917293233082
CR054,42,Bulk Tumor,0.0034653465346534654,0.014356435643564357,0.7465346534653465,0.03514851485148515,0.016831683168316833,0.017326732673267328,0.0029702970297029703,0.1297029702970297,0.030198019801980197,0.0034653465346534654
CR054,42,CD8+ T cell enriched,0,0.47560975609756095,0.06097560975609756,0.06097560975609756,0.14634146341463414,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.13414634146341464,0.08536585365853659
CR054,42,Immune-enriched stromal,0.03387096774193549,0.05967741935483871,0.08387096774193549,0.1064516129032258,0.06612903225806452,0.0064516129032258064,0.024193548387096774,0.02661290322580645,0.5185483870967742,0.07419354838709677
CR054,42,Mixed Immune,0.011188811188811189,0.033566433566433566,0.0937062937062937,0.5244755244755245,0.05454545454545454,0.005594405594405594,0.06853146853146853,0.004195804195804196,0.13706293706293707,0.06713286713286713
CR054,42,NK-cell enriched,0.009433962264150943,0.0660377358490566,0.10377358490566038,0.1792452830188679,0.4339622641509434,0.009433962264150943,0.018867924528301886,0.009433962264150943,0.11320754716981132,0.05660377358490566
CR054,42,P53+ Tumor,0,0,0.5,0,0,0.5,0,0,0,0
CR054,42,Proliferative Tumor,0.002680965147453083,0.007372654155495978,0.2915549597855228,0.012064343163538873,0.010723860589812333,0.024798927613941018,0.007372654155495978,0.6085790884718498,0.03351206434316354,0.0013404825737265416
CR054,42,Stromal,0.00844205679201842,0.01918649270913277,0.0030698388334612432,0.013814274750575594,0.023791250959324637,0.006907137375287797,0.006907137375287797,0,0.8879508825786646,0.029930928626247123
CR054,43,Bulk Tumor,0.0021216407355021216,0.005657708628005658,0.7390381895332391,0.013437057991513438,0.024045261669024046,0.0297029702970297,0,0.14992927864214992,0.03536067892503536,7.072135785007072e-4
CR054,43,CD8+ T cell enriched,0.01694915254237288,0.4406779661016949,0.01694915254237288,0.06779661016949153,0.05084745762711865,0.01694915254237288,0.01694915254237288,0,0.11864406779661017,0.2542372881355932
CR054,43,Immune-enriched stromal,0.030239099859353025,0.040787623066104076,0.11884669479606189,0.05907172995780591,0.09774964838255977,0.013361462728551337,0.02390998593530239,0.047116736990154715,0.5309423347398031,0.0379746835443038
CR054,43,Mixed Immune,0.02262443438914027,0.049773755656108594,0.07239819004524888,0.416289592760181,0.09954751131221719,0.027149321266968326,0.013574660633484163,0.01809954751131222,0.167420814479638,0.11312217194570136
CR054,43,NK-cell enriched,0.01818181818181818,0.02727272727272727,0.09090909090909091,0.1,0.4636363636363636,0.00909090909090909,0.013636363636363636,0.022727272727272728,0.22727272727272727,0.02727272727272727
CR054,43,P53+ Tumor,0,0,0.5,0,0,0.375,0,0.125,0,0
CR054,43,Proliferative Tumor,0.0016366612111292963,0.0070921985815602835,0.28696126568466995,0.0070921985815602835,0.012547735951991271,0.02673213311511184,0.0038188761593016913,0.6219312602291326,0.031096563011456628,0.0010911074740861974
CR054,43,Stromal,0.0088008800880088,0.0165016501650165,0.00605060506050605,0.011001100110011002,0.034653465346534656,0.007700770077007701,0.01155115511551155,0.0016501650165016502,0.8800880088008801,0.022002200220022004
CR054,44,Bulk Tumor,0,0,0.6976744186046512,0.011627906976744186,0.05813953488372093,0.03488372093023256,0,0.13953488372093023,0.05813953488372093,0
CR054,44,CD8+ T cell enriched,0.0332541567695962,0.46080760095011875,0.021377672209026127,0.0688836104513064,0.07600950118764846,0.004750593824228029,0.004750593824228029,0.004750593824228029,0.17814726840855108,0.14726840855106887
CR054,44,Immune-enriched stromal,0.029958058717795086,0.08747753145596165,0.06710605152786099,0.09886159376872379,0.07249850209706411,0.014379868184541641,0.011384062312762133,0.0035949670461354103,0.5314559616536848,0.08328340323547034
CR054,44,Mixed Immune,0.029542097488921712,0.0915805022156573,0.026587887740029542,0.38552437223042835,0.09010339734121123,0.008862629246676515,0.01772525849335303,0.0014771048744460858,0.19202363367799113,0.15657311669128507
CR054,44,NK-cell enriched,0.016025641025641024,0.08333333333333333,0.041666666666666664,0.060897435897435896,0.5160256410256411,0.022435897435897436,0.00641025641025641,0.009615384615384616,0.16666666666666666,0.07692307692307693
CR054,44,P53+ Tumor,0,0,1,0,0,0,0,0,0,0
CR054,44,Proliferative Tumor,0,0.025,0.275,0,0,0,0,0.625,0.075,0
CR054,44,Stromal,0.010511054729974628,0.02247191011235955,0.025371511417180137,0.01812250815512867,0.017760057992026096,0.011598405219282348,0.006524102935846321,0.0010873504893077202,0.847046031170714,0.0395070677781805
CR055,124,Bulk Tumor,0.001386001386001386,0.03257103257103257,0.7733887733887734,0.002772002772002772,0.07276507276507277,0.03465003465003465,0,0.058905058905058906,0.018711018711018712,0.004851004851004851
CR055,124,CD8+ T cell enriched,0.023255813953488372,0.43410852713178294,0.031007751937984496,0.07751937984496124,0.2131782945736434,0.007751937984496124,0,0,0.13565891472868216,0.07751937984496124
CR055,124,Immune-enriched stromal,0.029508196721311476,0.06885245901639345,0.022295081967213116,0.07672131147540984,0.18885245901639344,0.007213114754098361,0,0,0.5481967213114755,0.058360655737704915
CR055,124,Mixed Immune,0.019522776572668113,0.06724511930585683,0.019522776572668113,0.42516268980477223,0.13449023861171366,0.010845986984815618,0,0,0.21908893709327548,0.10412147505422993
CR055,124,NK-cell enriched,0.00992489270386266,0.07027896995708155,0.039163090128755365,0.05525751072961373,0.6268776824034334,0.008315450643776824,0,0.002682403433476395,0.14645922746781115,0.04104077253218884
CR055,124,P53+ Tumor,0,0,0.26666666666666666,0,0.1,0.4666666666666667,0,0.13333333333333333,0.03333333333333333,0
CR055,124,Proliferative Tumor,0,0.05511811023622047,0.3700787401574803,0,0.05511811023622047,0.03937007874015748,0,0.48031496062992124,0,0
CR055,124,Stromal,0.025485436893203883,0.01820388349514563,0.006067961165048544,0.043689320388349516,0.0691747572815534,0.0048543689320388345,0,0,0.808252427184466,0.024271844660194174
CR055,125,Bulk Tumor,0.002838221381267739,0.01892147587511826,0.750236518448439,0.006622516556291391,0.12488174077578051,0.04068117313150426,0,0.03500473036896878,0.010406811731315043,0.010406811731315043
CR055,125,CD8+ T cell enriched,0.03821656050955414,0.4856687898089172,0.011146496815286623,0.1449044585987261,0.07802547770700637,0.006369426751592357,0.011146496815286623,0,0.09076433121019108,0.1337579617834395
CR055,125,Immune-enriched stromal,0.022116903633491312,0.07582938388625593,0.03475513428120063,0.15639810426540285,0.07582938388625593,0.004739336492890996,0,0,0.5402843601895735,0.09004739336492891
CR055,125,Mixed Immune,0.040991735537190085,0.08429752066115702,0.020826446280991735,0.4257851239669421,0.08396694214876033,0.0059504132231404955,0.007603305785123967,3.3057851239669424e-4,0.15933884297520662,0.1709090909090909
CR055,125,NK-cell enriched,0.013416387158600862,0.05318639195016771,0.12266411116435075,0.07426928605654048,0.592237661715381,0.014853857211308098,4.791566842357451e-4,0.010062290368950648,0.06708193579300431,0.05174892189746047
CR055,125,P53+ Tumor,0,0,0.29411764705882354,0,0.17647058823529413,0.47058823529411764,0,0.058823529411764705,0,0
CR055,125,Proliferative Tumor,0,0.012195121951219513,0.2865853658536585,0,0.08536585365853659,0.018292682926829267,0,0.573170731707317,0.012195121951219513,0.012195121951219513
CR055,125,Stromal,0.017241379310344827,0,0,0.08620689655172414,0.017241379310344827,0,0,0,0.8103448275862069,0.06896551724137931
CR056,45,Bulk Tumor,0.0054525627044711015,0.007633587786259542,0.6941112322791713,0.020719738276990186,0.026172300981461286,0.011995637949836423,0.004362050163576881,0.14231188658669575,0.08451472191930207,0.0027262813522355507
CR056,45,CD8+ T cell enriched,0.059322033898305086,0.4830508474576271,0.025423728813559324,0.0847457627118644,0.00847457627118644,0.01694915254237288,0,0.07627118644067797,0.13559322033898305,0.11016949152542373
CR056,45,Immune-enriched stromal,0.023076923076923078,0.05576923076923077,0.11730769230769231,0.09038461538461538,0.014423076923076924,0.004807692307692308,0.025,0.041346153846153845,0.6038461538461538,0.02403846153846154
CR056,45,Mixed Immune,0.10263157894736842,0.08947368421052632,0.05,0.45263157894736844,0.02631578947368421,0.005263157894736842,0.021052631578947368,0.02631578947368421,0.15,0.07631578947368421
CR056,45,Proliferative Tumor,0.0063254744105807935,0.02185163887291547,0.27889591719378953,0.02127659574468085,0.025301897642323174,0.005750431282346176,0.024151811385853938,0.5336400230017251,0.08050603795284646,0.0023001725129384704
CR056,45,Stromal,0.02593192868719611,0.019448946515397084,0.009724473257698542,0.03403565640194489,0.008103727714748784,0.0032414910858995136,0.004862236628849271,0.008103727714748784,0.8752025931928687,0.011345218800648298
CR056,46,Bulk Tumor,0.007346938775510204,0.013061224489795919,0.710204081632653,0.014693877551020407,0.025306122448979593,0.010612244897959184,8.163265306122449e-4,0.1436734693877551,0.07183673469387755,0.0024489795918367346
CR056,46,CD8+ T cell enriched,0,0.6,0.05,0,0,0,0,0.1,0.15,0.1
CR056,46,Immune-enriched stromal,0.021739130434782608,0.03864734299516908,0.12399355877616747,0.11674718196457327,0.02254428341384863,0.008856682769726247,0.01932367149758454,0.0426731078904992,0.5861513687600645,0.01932367149758454
CR056,46,Mixed Immune,0.009732360097323601,0.06326034063260341,0.038929440389294405,0.5425790754257908,0.038929440389294405,0.0072992700729927005,0.014598540145985401,0.021897810218978103,0.22141119221411193,0.0413625304136253
CR056,46,NK-cell enriched,0,0,0,0.23076923076923078,0.38461538461538464,0,0.07692307692307693,0,0.3076923076923077,0
CR056,46,Proliferative Tumor,0.007633587786259542,0.019083969465648856,0.23091603053435114,0.013740458015267175,0.01870229007633588,0.004198473282442748,0.019465648854961833,0.6187022900763359,0.0633587786259542,0.004198473282442748
CR056,46,Stromal,0.02333804809052334,0.016265912305516265,0.014144271570014143,0.06294200848656294,0.01485148514851485,0.006364922206506365,0.003536067892503536,0.005657708628005658,0.8373408769448374,0.015558698727015558
CR056,47,Bulk Tumor,0.005717552887364208,0.010863350485991996,0.6866781017724414,0.0137221269296741,0.02172670097198399,0.013150371640937679,0.004574042309891366,0.14979988564894225,0.0880503144654088,0.005717552887364208
CR056,47,CD8+ T cell enriched,0.01680672268907563,0.5630252100840336,0.058823529411764705,0.04201680672268908,0.025210084033613446,0,0.01680672268907563,0.008403361344537815,0.13445378151260504,0.13445378151260504
CR056,47,Immune-enriched stromal,0.026292725679228746,0.035056967572304996,0.13672217353198948,0.09202453987730061,0.03242769500438212,0.014022787028921999,0.009640666082383873,0.05346187554776512,0.5784399649430324,0.021910604732690624
CR056,47,Mixed Immune,0.04954954954954955,0.04054054054054054,0.04954954954954955,0.4189189189189189,0.07657657657657657,0,0.013513513513513514,0.0045045045045045045,0.23423423423423423,0.11261261261261261
CR056,47,NK-cell enriched,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.14285714285714285,0.3333333333333333,0,0.047619047619047616,0,0.14285714285714285,0
CR056,47,P53+ Tumor,0,0,0,0,0,1,0,0,0,0
CR056,47,Proliferative Tumor,0.006320224719101123,0.011235955056179775,0.300561797752809,0.01544943820224719,0.020365168539325844,0.009129213483146067,0.009831460674157303,0.5547752808988764,0.06811797752808989,0.004213483146067416
CR056,47,Stromal,0.011644832605531296,0.011644832605531296,0.005822416302765648,0.039301310043668124,0.023289665211062592,0.00727802037845706,0.001455604075691412,0.005822416302765648,0.8733624454148472,0.020378457059679767
CR057,126,Bulk Tumor,0,0.00974025974025974,0.7516233766233766,0.011363636363636364,0.03409090909090909,0.09577922077922078,0.0016233766233766235,0.05194805194805195,0.04383116883116883,0
CR057,126,CD8+ T cell enriched,0.040160642570281124,0.5502008032128514,0.03346720214190094,0.08701472556894244,0.20615796519410978,0.002677376171352075,0,0,0.049531459170013385,0.030789825970548863
CR057,126,Immune-enriched stromal,0.026094276094276093,0.017676767676767676,0.1574074074074074,0.08922558922558922,0.03367003367003367,0.049663299663299666,0.011784511784511785,0.016835016835016835,0.5648148148148148,0.03282828282828283
CR057,126,Mixed Immune,0.055876685934489405,0.10597302504816955,0.06358381502890173,0.4393063583815029,0.11560693641618497,0.007707129094412331,0.0019267822736030828,0.0019267822736030828,0.17148362235067438,0.036608863198458574
CR057,126,NK-cell enriched,0.014018691588785047,0.16261682242990655,0.07476635514018691,0.06355140186915888,0.6186915887850467,0.002803738317757009,9.345794392523365e-4,0.004672897196261682,0.04299065420560748,0.014953271028037384
CR057,126,P53+ Tumor,0.0029542097488921715,0.005908419497784343,0.2968980797636632,0.004431314623338257,0.011816838995568686,0.5125553914327917,0.0014771048744460858,0.103397341211226,0.05760709010339734,0.0029542097488921715
CR057,126,Proliferative Tumor,0.008771929824561403,0,0.30701754385964913,0.02631578947368421,0.017543859649122806,0.18421052631578946,0,0.4298245614035088,0.02631578947368421,0
CR057,126,Stromal,0.015568862275449102,0.017365269461077845,0.012574850299401197,0.032335329341317366,0.004191616766467066,0.003592814371257485,0.006586826347305389,5.988023952095808e-4,0.870059880239521,0.037125748502994015
CR057,127,Bulk Tumor,0,0.0036144578313253013,0.7265060240963855,0.008433734939759036,0.00963855421686747,0.16265060240963855,0,0.06265060240963856,0.02650602409638554,0
CR057,127,CD8+ T cell enriched,0.2,0.2,0,0,0,0,0,0,0.2,0.4
CR057,127,Immune-enriched stromal,0.04748603351955307,0.0223463687150838,0.05772811918063315,0.09776536312849161,0.0223463687150838,0.035381750465549346,0.010242085661080074,0.0186219739292365,0.6042830540037244,0.08379888268156424
CR057,127,Mixed Immune,0.03386127799016931,0.026215182960131075,0.013653741125068269,0.5816493719279082,0.0797378481703987,0.0038230475150191155,0.006553795740032769,5.461496450027307e-4,0.1370835608956854,0.11687602403058438
CR057,127,NK-cell enriched,0.029329608938547486,0.03212290502793296,0.029329608938547486,0.09078212290502793,0.6606145251396648,0.0013966480446927375,0,0,0.08798882681564246,0.06843575418994413
CR057,127,P53+ Tumor,0.0017761989342806395,0.002960331557134399,0.30787448194197753,0.0053285968028419185,0.004736530491415038,0.5139135583185317,0,0.12788632326820604,0.03078744819419775,0.004736530491415038
CR057,127,Proliferative Tumor,0,0.009708737864077669,0.22330097087378642,0.014563106796116505,0.009708737864077669,0.1796116504854369,0,0.5388349514563107,0.014563106796116505,0.009708737864077669
CR057,127,Stromal,0.023875114784205693,0.009182736455463728,0.0036730945821854912,0.04224058769513315,0.004591368227731864,0.0027548209366391185,0.015610651974288337,0,0.8585858585858586,0.03948576675849403
CR058,128,Bulk Tumor,0,0,0.85,0.05,0,0,0,0.05,0.05,0
CR058,128,CD8+ T cell enriched,0.025821596244131457,0.460093896713615,0.023474178403755867,0.07276995305164319,0.03286384976525822,0.002347417840375587,0.02112676056338028,0,0.19014084507042253,0.17136150234741784
CR058,128,Immune-enriched stromal,0.01749271137026239,0.15451895043731778,0.04081632653061224,0.06997084548104957,0.05539358600583091,0.0058309037900874635,0.02040816326530612,0.0058309037900874635,0.49271137026239065,0.13702623906705538
CR058,128,Mixed Immune,0.005405405405405406,0.16756756756756758,0.05405405405405406,0.34594594594594597,0.032432432432432434,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.17297297297297298,0.20540540540540542
CR058,128,NK-cell enriched,0,0.14285714285714285,0.14285714285714285,0,0.42857142857142855,0.14285714285714285,0,0,0.14285714285714285,0
CR058,128,Stromal,0,0.027522935779816515,0.03669724770642202,0.027522935779816515,0.027522935779816515,0,0,0.009174311926605505,0.8073394495412844,0.06422018348623854
CR058,129,Bulk Tumor,0.004189944134078212,0.019087523277467412,0.7891061452513967,0.015363128491620111,0.08379888268156424,0.0074487895716946,0.0013966480446927375,0.015363128491620111,0.05819366852886406,0.006052141527001862
CR058,129,CD8+ T cell enriched,0.07120743034055728,0.43034055727554177,0.018575851393188854,0.09597523219814241,0.06501547987616099,0,0.043343653250773995,0.006191950464396285,0.08359133126934984,0.18575851393188855
CR058,129,Immune-enriched stromal,0.07349665924276169,0.044543429844097995,0.08129175946547884,0.06792873051224944,0.06904231625835189,0.0066815144766146995,0.042316258351893093,0.0378619153674833,0.5044543429844098,0.07238307349665925
CR058,129,Mixed Immune,0.04537521815008726,0.08027923211169284,0.04013961605584642,0.4118673647469459,0.06282722513089005,0.005235602094240838,0.04013961605584642,0.006980802792321117,0.16230366492146597,0.14485165794066318
CR058,129,NK-cell enriched,0.015189873417721518,0.04556962025316456,0.2708860759493671,0.012658227848101266,0.5316455696202531,0.007594936708860759,0.007594936708860759,0.005063291139240506,0.09113924050632911,0.012658227848101266
CR058,129,Proliferative Tumor,0.0031847133757961785,0.03503184713375796,0.2197452229299363,0.009554140127388535,0.028662420382165606,0.0031847133757961785,0.006369426751592357,0.60828025477707,0.06369426751592357,0.022292993630573247
CR058,129,Stromal,0.02185792349726776,0.02185792349726776,0.01639344262295082,0.04918032786885246,0.01639344262295082,0.00546448087431694,0.01639344262295082,0.02185792349726776,0.8142076502732241,0.01639344262295082
CR058,130,Bulk Tumor,0.0032441200324412004,0.049067315490673155,0.8803730738037308,0.006488240064882401,0.032441200324412,0.006082725060827251,0,8.110300081103001e-4,0.0186536901865369,0.00283860502838605
CR058,130,CD8+ T cell enriched,0.004028197381671702,0.6424974823766365,0.04833836858006042,0.13595166163141995,0.05840886203423968,0.002014098690835851,0.005035246727089627,0.0010070493454179255,0.04934541792547835,0.05337361530715005
CR058,130,Immune-enriched stromal,0,0.18181818181818182,0.18181818181818182,0.2727272727272727,0,0,0,0,0.36363636363636365,0
CR058,130,Mixed Immune,0.010752688172043012,0.1827956989247312,0.11827956989247312,0.44086021505376344,0.08602150537634409,0.010752688172043012,0.021505376344086023,0,0.07526881720430108,0.053763440860215055
CR058,130,NK-cell enriched,0,0.11666666666666667,0.24166666666666667,0.016666666666666666,0.5416666666666666,0,0,0,0.058333333333333334,0.025
CR058,130,Stromal,0,0,0,0,0,0,0,0,1,0
CR059,20,Bulk Tumor,0.005045408678102927,0.0020181634712411706,0.7315842583249244,0.018163471241170535,0.024217961654894045,0.028254288597376387,0.004036326942482341,0.11503531786074672,0.06760847628657922,0.004036326942482341
CR059,20,Immune-enriched stromal,0.018276762402088774,0.005221932114882507,0.1866840731070496,0.05483028720626632,0.04699738903394256,0.02610966057441253,0.014360313315926894,0.08093994778067885,0.5456919060052219,0.020887728459530026
CR059,20,Mixed Immune,0.04,0,0.12,0.54,0.06,0.02,0,0,0.18,0.04
CR059,20,NK-cell enriched,0,0,0.2,0,0.4,0,0,0,0.4,0
CR059,20,P53+ Tumor,0.03333333333333333,0,0.26666666666666666,0,0,0.3333333333333333,0.03333333333333333,0.2,0.13333333333333333,0
CR059,20,Proliferative Tumor,0.004140786749482402,0.0010351966873706005,0.2784679089026915,0.015527950310559006,0.010351966873706004,0.037267080745341616,0.021739130434782608,0.5693581780538303,0.061076604554865424,0.0010351966873706005
CR059,20,Stromal,0.012779552715654952,0.003194888178913738,0.01703940362087327,0.0308839190628328,0.027689030883919063,0.004259850905218318,0.009584664536741214,0.0010649627263045794,0.8903088391906283,0.003194888178913738
CR059,21,Bulk Tumor,0.009708737864077669,0.04854368932038835,0.6601941747572816,0.019417475728155338,0.11650485436893204,0,0,0,0.06796116504854369,0.07766990291262135
CR059,21,CD8+ T cell enriched,0.07272727272727272,0.4090909090909091,0.045454545454545456,0.02727272727272727,0.13636363636363635,0,0,0,0.15454545454545454,0.15454545454545454
CR059,21,Immune-enriched stromal,0.032490974729241874,0.03429602888086643,0.11552346570397112,0.0776173285198556,0.15342960288808663,0,0.021660649819494584,0,0.4729241877256318,0.09205776173285199
CR059,21,Mixed Immune,0.030303030303030304,0.06060606060606061,0.06818181818181818,0.3712121212121212,0.06818181818181818,0,0.022727272727272728,0,0.2727272727272727,0.10606060606060606
CR059,21,NK-cell enriched,0.005142589995324918,0.03927068723702665,0.0182328190743338,0.005610098176718092,0.801776531089294,4.675081813931744e-4,0,0,0.08976157082748948,0.039738195418419824
CR059,21,Stromal,0.0319634703196347,0.0091324200913242,0.0182648401826484,0.04337899543378995,0.06621004566210045,0,0.00684931506849315,0,0.8013698630136986,0.0228310502283105
CR059,22,Bulk Tumor,0.002310803004043905,0.06874638937030618,0.806470248411323,0.0034662045060658577,0.04101675332177932,0.011554015020219527,0.002310803004043905,0.03870595031773541,0.01733102253032929,0.008087810514153668
CR059,22,CD8+ T cell enriched,0.030103806228373702,0.5519031141868512,0.04532871972318339,0.05847750865051903,0.07889273356401384,0.0034602076124567475,0.025951557093425604,0.008996539792387544,0.08685121107266436,0.11003460207612457
CR059,22,Immune-enriched stromal,0.05672268907563025,0.10294117647058823,0.04096638655462185,0.09978991596638656,0.08403361344537816,0.005252100840336135,0.03046218487394958,0.009453781512605041,0.5157563025210085,0.0546218487394958
CR059,22,Mixed Immune,0.06979542719614922,0.08784596871239471,0.021660649819494584,0.35499398315282793,0.09025270758122744,0.0012033694344163659,0.052948255114320095,0.006016847172081829,0.1865222623345367,0.12876052948255115
CR059,22,NK-cell enriched,0.02413793103448276,0.09655172413793103,0.05344827586206897,0.06896551724137931,0.5379310344827586,0.006896551724137931,0.04310344827586207,0.0034482758620689655,0.1206896551724138,0.04482758620689655
CR059,22,Proliferative Tumor,0.011577424023154847,0.05788712011577424,0.19826338639652677,0.01447178002894356,0.013024602026049204,0.008683068017366137,0.013024602026049204,0.6396526772793053,0.03473227206946455,0.008683068017366137
CR059,22,Stromal,0.033707865168539325,0.028089887640449437,0.016853932584269662,0.06179775280898876,0.0449438202247191,0.0056179775280898875,0,0,0.8033707865168539,0.0056179775280898875
CR060,48,Bulk Tumor,0.028350515463917526,0.04381443298969072,0.615979381443299,0.03608247422680412,0.14432989690721648,0.005154639175257732,0,0.002577319587628866,0.1211340206185567,0.002577319587628866
CR060,48,CD8+ T cell enriched,0.03827160493827161,0.4728395061728395,0.025925925925925925,0.07037037037037037,0.03333333333333333,0.004320987654320987,0.05,0.05617283950617284,0.11358024691358025,0.13518518518518519
CR060,48,Immune-enriched stromal,0.04869684499314129,0.09465020576131687,0.08436213991769548,0.11728395061728394,0.05761316872427984,0.003429355281207133,0.024691358024691357,0.02194787379972565,0.4835390946502058,0.06378600823045268
CR060,48,Mixed Immune,0.0352233676975945,0.0661512027491409,0.06400343642611683,0.4639175257731959,0.07560137457044673,0.005154639175257732,0.022766323024054982,0.024054982817869417,0.13917525773195877,0.10395189003436427
CR060,48,NK-cell enriched,0.007217321571772253,0.020048115477145148,0.1896551724137931,0.026463512429831595,0.6836407377706496,0.004410585404971933,0.0016038492381716118,0.002004811547714515,0.058941459502806735,0.006014434643143544
CR060,48,Proliferative Tumor,0.024390243902439025,0.1073170731707317,0.0975609756097561,0.06829268292682927,0.00975609756097561,0,0.06829268292682927,0.5170731707317073,0.05853658536585366,0.04878048780487805
CR060,48,Stromal,0.025495750708215296,0.031161473087818695,0.036827195467422094,0.04815864022662889,0.0226628895184136,0.0028328611898017,0.014164305949008499,0.0028328611898017,0.7960339943342776,0.019830028328611898
CR060,49,Bulk Tumor,0.024193548387096774,0.024193548387096774,0.6290322580645161,0.03225806451612903,0.04838709677419355,0.008064516129032258,0.016129032258064516,0.0967741935483871,0.07258064516129033,0.04838709677419355
CR060,49,CD8+ T cell enriched,0.07952500899604174,0.4195753868297949,0.025548758546239655,0.077725800647715,0.060813242173443686,0.0028787333573227778,0.05649514213745952,0.04965815041381792,0.0593738754947823,0.16840590140338252
CR060,49,Immune-enriched stromal,0.06523765144454799,0.08014911463187326,0.05684995340167754,0.049394221808014914,0.06244175209692451,0.009319664492078284,0.0391425908667288,0.05125815470643057,0.4939422180801491,0.09226467847157502
CR060,49,Mixed Immune,0.10270270270270271,0.08810810810810811,0.03567567567567568,0.29567567567567565,0.10594594594594595,0.004864864864864865,0.04594594594594595,0.047027027027027025,0.09027027027027026,0.1837837837837838
CR060,49,NK-cell enriched,0.019622362088115512,0.05442428730099963,0.10255460940392447,0.052943354313217325,0.674564975934839,0.0022213994816734544,0.00518326545723806,0.02073306182895224,0.04627915586819696,0.021473528322843393
CR060,49,Proliferative Tumor,0.03205128205128205,0.0641025641025641,0.14102564102564102,0.041666666666666664,0.019230769230769232,0.003205128205128205,0.03205128205128205,0.5961538461538461,0.02564102564102564,0.04487179487179487
CR060,49,Stromal,0.04,0.04,0.048,0.024,0.032,0,0.008,0,0.776,0.032
